ID,Nombre,Región,Provincia,Comuna,Edad,Instrumentos,Link,Lugar específico,Instructores,Elenco, 
FOJI_A206,Orquesta Juvenil Liceo Bicentenario Valentín Letelier Madariaga,Región del Maule,Provincia de Linares,Linares,Juvenil - Infantil,, ,Región del Maule - Provincia de Linares - Linares,1, , 
FOJI_A207,Orquesta Juvenil Liceo Nuestra Señora de la Merced,Región de Ñuble,Provincia de Punilla,San Carlos,Juvenil,, ,Región de Ñuble - Provincia de Punilla - San Carlos,4,27, 
FOJI_A208,Orquesta Juvenil Liceo Pedro Troncoso Machuca,Región de Atacama,Provincia de Huasco,Vallenar,Juvenil,,https://www.facebook.com/orquestaniquen,Región de Atacama - Provincia de Huasco - Vallenar, , , 
FOJI_A209,Orquesta Juvenil Marta Brunet,Región de Ñuble,Provincia de Diguillín,Chillán,Juvenil,, ,"Región de Ñuble - Provincia de Diguillín - Chillán , chillán", ,1, 
FOJI_A210,ORQUESTA JUVENIL MUNICIPAL DE TALCAHUANO,Región del Biobío,Provincia de Concepción,Talcahuano,Juvenil - Infantil,"Cuerdas, Maderas, Bronces, Percusión","https://catastro.foji.cl/orquesta/745/ORQUESTA%20DE%20TRANSICION%20DE%20TALCAHUANO%20/CENTROCULTURAL%20TEATRO%20DANTE ,  https://catastro.foji.cl/orquesta/745/ORQUESTAMUNICIPALTHNO","Región del Biobío - Provincia de Concepción - Talcahuano , TALCAHUANO",9,15, 
FOJI_A211,Orquesta Juvenil Universidad de Los Lagos,Región de los Lagos,Provincia de Osorno,Osorno,Juvenil,"Cuerdas, Maderas, Bronces, Percusión, Latinoamericana", ,Región de los Lagos - Provincia de Osorno - Osorno,7, , 
FOJI_A212,Orquesta Latinoamericana Sinfonica De Cunco,Región de la Araucanía,Provincia de Cautín,Cunco,Juvenil - Infantil,," https://www.facebook.com/fundacionresonancia/ , https://fundacionresonancia/","Región de la Araucanía - Provincia de Cautín - Cunco , Cautín", , , 
FOJI_A213,Orquesta Liceo Antonio Varas Lago Ranco,Región de los Ríos,Provincia del Ranco,Lago Ranco,Juvenil - Infantil,"Cuerdas, Bronces, Percusión", ,Región de los Ríos - Provincia del Ranco - Lago Ranco,2,27, 
FOJI_A214,Orquesta Liceo El Principal de Pirque,Región Metropolitana,Provincia Cordillera,Pirque,Infantil,"Cuerdas, Bronces","https://www.facebook.com/orquestacuerdas , https://www.instagram.com/orq.liceoelprincipal/","Región Metropolitana - Provincia Cordillera - Pirque , Santiago",6, , 
FOJI_A215,Orquesta Liceo Gregorio Cordovez,Región de Coquimbo,Provincia de Elqui,La Serena,Juvenil - Infantil,, ,Región de Coquimbo - Provincia de Elqui - La Serena, , , 
FOJI_A216,Orquesta Liceo Santa Cruz de Larqui,Región de Ñuble,Provincia de Diguillín,Bulnes,Juvenil - Infantil,, ,Región de Ñuble - Provincia de Diguillín - Bulnes,2,13, 
FOJI_A217,Orquesta Liceo Técnico Puente Ñuble,Región de Ñuble,Provincia de Punilla,San Nicolás,Juvenil - Infantil,, ,Región de Ñuble - Provincia de Punilla - San Nicolás,6,20, 
FOJI_A218,Orquesta LSFA,Región del Biobío,Provincia de Arauco,Arauco,Juvenil - Infantil,"Cuerdas, Maderas", ,Región del Biobío - Provincia de Arauco - Arauco, ,31, 
FOJI_A219,"Orquesta Municipal ""Ignacio Cifuentes"" de Licantén",Región del Maule,Provincia de Curicó,Licantén,Infantil,"Cuerdas, Maderas, Bronces, Percusión", ,Región del Maule - Provincia de Curicó - Licantén,9, , 
FOJI_A220,Orquesta Municipal De Quilpue,Región de Valparaíso,Provincia de Valparaíso,Valparaíso, Juvenil - Infantil,, ,"Región de Valparaíso - Provincia de Valparaíso - Valparaíso , Quilpue",3,34, 
FOJI_A221,Orquesta Musicalite,Región de Tarapacá,Provincia de Iquique,Iquique,Juvenil - Infantil,,https://www.facebook.com/OrquestaSinfonicaJuvenilSanNicolas/,Región de Tarapacá - Provincia de Iquique - Iquique, , , 
FOJI_A222,Orquesta Neoclásica.,Región Metropolitana,Provincia Cordillera,Puente Alto,Juvenil - Infantil,"Cuerdas, Maderas"," https://www.youtube.com/watch?v=uqf14Uu6BKU , https://www.instagram.com/fundacionhijosdebach/","Región Metropolitana - Provincia Cordillera - Puente Alto , Santiago",1,14, 
FOJI_A223,Orquesta Newen De La Florida,Región Metropolitana,Provincia de Santiago,La Florida,Juvenil - Infantil,, ,"Región Metropolitana - Provincia de Santiago - La Florida , Santiago",6,12, 
FOJI_A224,Orquesta Paula Jaraquemada,Región Metropolitana,Provincia de Maipo,Paine,Juvenil - Infantil,, ,"Región Metropolitana - Provincia de Maipo - Paine , Santiago",4,29, 
FOJI_A225,Orquesta Pedro Núñez Navarrete,Región del Maule,Provincia de Talca,Constitución,Infantil,"Cuerdas, Maderas, Bronces",https://instagram.com/orquestapedronuneznavarrete?igshid=YmMyMTA2M2Y=,Región del Maule - Provincia de Talca - Constitución,3,18, 
FOJI_A226,Orquesta Popular de San Pedro de Atacama,Región de Antofagasta,Provincia de El Loa,San Pedro de Atacama,Infantil,, ,Región de Antofagasta - Provincia de El Loa - San Pedro de Atacama,4,13, 
FOJI_A227,Orquesta Preparatoria del Conservatorio de Música de la Universidad de Magallanes,Región de Magallanes y de la Antártica Chilena,Provincia de Magallanes,Punta Arenas,Juvenil,, ,"Región de Magallanes y de la Antártica Chilena - Provincia de Magallanes - Punta Arenas , PUNTA ARENAS", , , 
FOJI_A228,Orquesta Pública Estudiantil de Valparaíso,Región de Valparaíso,Provincia de Valparaíso,Valparaíso,Juvenil - Infantil,, ,Región de Valparaíso - Provincia de Valparaíso - Valparaíso,20,69, 
FOJI_A229,Orquesta Rural Infantil Santo Domingo,Región de Valparaíso,Provincia de San Antonio,Santo Domingo,Infantil,, ,"Región de Valparaíso - Provincia de San Antonio - Santo Domingo , El Convento",3, , 
FOJI_A230,Orquesta Semilla De Caldera,Región de Atacama,Provincia de Copiapó,Caldera,Infantil,," https://www.facebook.com/OrquestaLINSEM/?notif_id=1551221160597719&notif_t=page_fan , https://www.youtube.com/channel/UCNzVIq8vuAlP8ru3Dlf4_xQ  , https://www.instagram.com/orquesta.linsem/",Región de Atacama - Provincia de Copiapó - Caldera,5,4, 
FOJI_A231,Orquesta Semillero San Nicolás,Región de Ñuble,Provincia de Punilla,San Nicolás,Infantil,, ,Región de Ñuble - Provincia de Punilla - San Nicolás,15,46, 
FOJI_A232,Orquesta Semillero Simón Bolívar,Región Metropolitana,Provincia de Santiago,Santiago,Infantil,"Cuerdas, Maderas, Bronces, Percusión"," https://www.facebook.com/musicaparalaintegracion/ , https://twitter.com/musiintegracion , https://www.instagram.com/musicaparalaintegracion/",Región Metropolitana - Provincia de Santiago - Santiago,7,34, 
FOJI_A233,ORQUESTA SEMILLERO UBB,Región del Biobío,Provincia de Concepción,Concepción,Juvenil - Infantil,, ," Región del Biobío - Provincia de Concepción - Concepción , CONCEPCIÓN", , , 
FOJI_A234,Orquesta Sheg Yemel,Región de Aisén del Gral. Carlos Ibáñez del Campo,Provincia de Coyhaique,Coihaique,Juvenil - Infantil,"Cuerdas, Maderas, Percusión","https://www.facebook.com/programa.tocandosuenos.9 , https://catastro.foji.cl/orquesta/683/programatocandosuenos","Región de Aisén del Gral. Carlos Ibáñez del Campo - Provincia de Coyhaique - Coihaique , Coyhaique",3,12, 
FOJI_A235,Orquesta Sinfonica Cormumel,Región Metropolitana,Provincia de Melipilla,Melipilla,Juvenil - Infantil,"Cuerdas, Maderas, Bronces, Percusión, Latinoamericana", ,Región Metropolitana - Provincia de Melipilla - Melipilla,3,47, 
FOJI_A236,Orquesta Sinfonica De Til Til,Región Metropolitana,Provincia de Chacabuco,Tiltil,Juvenil - Infantil,, ,"Región Metropolitana - Provincia de Chacabuco - Tiltil , Santiago", , , 
FOJI_A237,ORQUESTA SINFONICA ESCOLAR MUNICIPAL TRAIGUEN,Región de la Araucanía,Provincia de Malleco,Traiguén,Juvenil - Infantil,, ,"Región de la Araucanía - Provincia de Malleco - Traiguén , TRAIGUEN", , , 
FOJI_A238,Orquesta Sinfonica Estudiantil Claudio Arrau,Región de Coquimbo,Provincia de Elqui,Coquimbo,Infantil,, https://orquesta%20de%20yumbel/,Región de Coquimbo - Provincia de Elqui - Coquimbo,14, , 
FOJI_A239,Orquesta Sinfonica Estudiantil de San Felipe,Región de Valparaíso,Provincia de San Felipe de Aconcagua,San Felipe,Juvenil - Infantil,, ,Región de Valparaíso - Provincia de San Felipe de Aconcagua - San Felipe,3,43, 
FOJI_A240,Orquesta Sinfonica Infantil - Juvenil De Puerto Montt,Región de los Lagos,Provincia de Llanquihue,Puerto Montt,Juvenil - Infantil,, ,"Región de los Lagos - Provincia de Llanquihue - Puerto Montt , Pto Montt",4,57, 
FOJI_A241,"Orquesta Sinfonica Infantil - Juvenil Del Liceo Artistico Armando Carrera Gonzalez, Antofagasta.",Región de Antofagasta,Provincia de Antofagasta,Antofagasta,Juvenil - Infantil,,https://catastro.foji.cl/orquesta/19/facebook.com/orquestainfantiljuvenilfidelis,Región de Antofagasta - Provincia de Antofagasta - Antofagasta, , , 
FOJI_A242,Orquesta Sinfonica Infantil De Cartagena Fosicar,Región de Valparaíso,Provincia de San Antonio,Cartagena,Juvenil - Infantil,," https://www.facebook.com/OrquestaSanLuisdeContulmo , https://instagram.com/orquestacontulmo?igshid=1nqyyib7iiv3q",Región de Valparaíso - Provincia de San Antonio - Cartagena, , , 
FOJI_A243,Orquesta Sinfonica Infantil Juvenil Educacion Municipal Pto Montt,Región de los Lagos,Provincia de Llanquihue,Puerto Montt,Juvenil - Infantil,, ,Región de los Lagos - Provincia de Llanquihue - Puerto Montt, , , 
FOJI_A244,Orquesta Sinfonica Infantil Juvenil El Tabo,Región de Valparaíso,Provincia de San Antonio,El Tabo,Juvenil - Infantil,, ,"Región de Valparaíso - Provincia de San Antonio - El Tabo , San Antonio",11,35, 
FOJI_A245,Orquesta Sinfonica Infantil Municipalidad De Pica,Región de Tarapacá,Provincia de Iquique,Iquique,Juvenil - Infantil,, ,"Región de Tarapacá - Provincia de Iquique - Iquique , Pica",4,40, 
FOJI_A246,Orquesta Sinfonica Infantil San Fernando,Región del Libertador Gral. Bernando OHiggins,Provincia de Colchagua,San Fernando,Infantil,, ,Región del Libertador Gral. Bernando OHiggins - Provincia de Colchagua - San Fernando, , , 
FOJI_A247,Orquesta Sinfonica Infantil Y Juvenil Colegio El Alba De El Quisco,Región de Valparaíso,Provincia de San Antonio,El Quisco,Juvenil - Infantil,, ,Región de Valparaíso - Provincia de San Antonio - El Quisco,7,3, 
FOJI_A248,Orquesta Sinfonica Jose Joaquin Prieto,Región Metropolitana,Provincia de Santiago,La Pintana,Juvenil - Infantil,, ,"Región Metropolitana - Provincia de Santiago - La Pintana , Santiago",12,53, 
FOJI_A249,Orquesta Sinfonica Juvenil Colegio Claudio Arrau,Región de Coquimbo,Provincia de Elqui,Coquimbo,Juvenil,," https://www.facebook.com/melafonicacurico/ , https://www.youtube.com/melafonicacurico , https://www.instagram.com/melafonicacurico/",Región de Coquimbo - Provincia de Elqui - Coquimbo, , , 
FOJI_A250,Orquesta Sinfonica Juvenil De Puente Alto,Región Metropolitana,Provincia Cordillera,Puente Alto,Juvenil,, ,"Región Metropolitana - Provincia Cordillera - Puente Alto , Santiago", , , 
FOJI_A251,Orquesta Sinfonica Juvenil Liceo De Musica Copiapo,Región de Atacama,Provincia de Copiapó,Copiapó,Juvenil,, ,Región de Atacama - Provincia de Copiapó - Copiapó, , , 
FOJI_A252,Orquesta Sinfonica Juvenil Rocas De Santo Domingo,Región de Valparaíso,Provincia de San Antonio,Santo Domingo,Juvenil,, ,"Región de Valparaíso - Provincia de San Antonio - Santo Domingo , San Antonio",17,49, 
FOJI_A253,Orquesta Sinfonica Juvenil San Fernando,Región del Libertador Gral. Bernando OHiggins,Provincia de Colchagua,San Fernando,Juvenil,, ,Región del Libertador Gral. Bernando OHiggins - Provincia de Colchagua - San Fernando, , , 
FOJI_A254,Orquesta Sinfonica The Antofagasta Baptist College,Región de Antofagasta,Provincia de Antofagasta,Antofagasta,Juvenil - Infantil,, https://catastro.foji.cl/orquesta/17/@OrquestaOcn,Región de Antofagasta - Provincia de Antofagasta - Antofagasta, , , 
FOJI_A255,Orquesta Sinfònica Juvenil e Infantil de Isla de Maipo,Región Metropolitana,Provincia de Talagante,Isla de Maipo,Juvenil - Infantil,, ,"Región Metropolitana - Provincia de Talagante - Isla de Maipo , Santiago", ,34, 
FOJI_A256,Orquesta Sinfónica Andrés Bello,Región Metropolitana,Provincia de Santiago,Santiago,Juvenil,"Cuerdas, Maderas, Percusión"," https://www.facebook.com/musicaparalaintegracion/ , https://www.youtube.com/@fundacionmusicaparalainteg6514 , https://twitter.com/musiintegracion , https://www.instagram.com/musicaparalaintegracion/",Región Metropolitana - Provincia de Santiago - Santiago,3,20, 
FOJI_A257,Orquesta Sinfónica Básica del Colegio Bicentenario de las Artes Eliseo Videla Jorquera,Región de Coquimbo,Provincia de Limarí,Ovalle,Infantil,, ,Región de Coquimbo - Provincia de Limarí - Ovalle,10,52, 
FOJI_A258,ORQUESTA SINFÓNICA COLEGIO BICENTENARIO LIONS´SCHOOL,Región de Valparaíso,Provincia de San Antonio,Cartagena,Juvenil - Infantil,, ,"Región de Valparaíso - Provincia de San Antonio - Cartagena , CARTAGENA",11,39, 
FOJI_A259,Orquesta Sinfónica Colegio Claudio Arrau León,Región de los Ríos,Provincia de Valdivia,Panguipulli,Infantil,, ,"Región de los Ríos - Provincia de Valdivia - Panguipulli , panguipulli",8,47, 
FOJI_A260,Orquesta Sinfónica Colegio San Francisco Coll,Región de Coquimbo,Provincia de Elqui,La Serena, Juvenil - Infantil,"Cuerdas, Maderas, Bronces, Percusión",https://www.youtube.com/channel/UCSecGc1Po_xbyrJaPimopAw,Región de Coquimbo - Provincia de Elqui - La Serena,2,26, 
FOJI_A261,ORQUESTA SINFÓNICA DE ANGOL (OSA),Región de la Araucanía,Provincia de Malleco,Angol,Juvenil - Infantil,"Cuerdas, Maderas, Bronces, Percusión"," https://catastro.foji.cl/orquesta/652/Orquesta%20Sinf%C3%B3nica%20de%20Angol , https://catastro.foji.cl/orquesta/652/Orquesta%20Sinf%C3%B3nica%20de%20Angol , https://catastro.foji.cl/orquesta/652/orquestasinfonicadeangol",Región de la Araucanía - Provincia de Malleco - Angol, , , 
FOJI_A262,Orquesta Sinfónica de Lampa,Región Metropolitana,Provincia de Chacabuco,Lampa,Juvenil,"Cuerdas, Maderas, Bronces, Percusión"," https://www.facebook.com/culturalampa/ , https://www.youtube.com/@corporacionculturaldelampa7606 , https://twitter.com/cultura_lampa , https://www.instagram.com/cultura_lampa/","Región Metropolitana - Provincia de Chacabuco - Lampa , Santiago",5, , 
FOJI_A263,Orquesta Sinfónica Escuela Claudio Arrau León,Región de los Ríos,Provincia de Valdivia,Panguipulli,Juvenil - Infantil,"Cuerdas, Maderas, Bronces, Percusión"," https://www.facebook.com/ECALPANGUIPULLI , https://catastro.foji.cl/orquesta/738/@ecalpanguipulli , https://catastro.foji.cl/orquesta/738/@ecalpanguipulli",Región de los Ríos - Provincia de Valdivia - Panguipulli, , , 
FOJI_A264,Orquesta Sinfónica estudiantil de Lota,Región del Biobío,Provincia de Concepción,Lota,Juvenil - Infantil,, ,Región del Biobío - Provincia de Concepción - Lota,3,38, 
FOJI_A265,Orquesta Sinfónica Estudiantil Los Lagos,Región de los Ríos,Provincia de Valdivia,Los Lagos,Juvenil - Infantil,, ,Región de los Ríos - Provincia de Valdivia - Los Lagos,6, , 
FOJI_A266,Orquesta Sinfónica Femenina Liceo Bicentenario Santa Marta Talca,Región del Maule,Provincia de Talca,Talca,Juvenil - Infantil,"Cuerdas, Maderas, Bronces, Percusión",https://catastro.foji.cl/orquesta/488/instagram.com/olisamtalca,Región del Maule - Provincia de Talca - Talca,12,37, 
FOJI_A267,Orquesta Sinfónica Fusión Internado Nacional Barros Arana,Región Metropolitana,Provincia de Santiago,Santiago,Juvenil - Infantil,, ,Región Metropolitana - Provincia de Santiago - Santiago,4,18, 
FOJI_A268,Orquesta Sinfónica Infantil - de los andes,Región de Valparaíso,Provincia de Los Andes,Los Andes,Juvenil - Infantil,,https://www.facebook.com/orquestafilarmonicamunicipalcuracavi,"Región de Valparaíso - Provincia de Los Andes - Los Andes , los andes", , , 
FOJI_A269,Orquesta Sinfónica Infantil Claudio Arrau León,Región de Ñuble,Provincia de Diguillín,Chillán,Infantil,,"https://www.facebook.com/osjmcal , https://catastro.foji.cl/orquesta/490/OSIJCAL",Región de Ñuble - Provincia de Diguillín - Chillán,9,42, 
FOJI_A270,ORQUESTA SINFÓNICA INFANTIL DE RANCAGUA,Región del Libertador Gral. Bernando OHiggins,Provincia de Cachapoal,Rancagua,Infantil,, ,"Región del Libertador Gral. Bernando OHiggins - Provincia de Cachapoal - Rancagua , rancagua",13,26, 
FOJI_A271,ORQUESTA SINFÓNICA INFANTIL EDUCACIÓN MUNICIPAL PUERTO MONTT,Región de los Lagos,Provincia de Llanquihue,Puerto Montt,Juvenil - Infantil,,https://www.facebook.com/Orquesta-Infanto-Juvenil-Escuela-Dafne-Zapata-Rozas-Pemuco-1061026200717041/,Región de los Lagos - Provincia de Llanquihue - Puerto Montt, , , 
FOJI_A272,Orquesta Sinfónica Infantil Marista La Pintana,Región Metropolitana,Provincia de Santiago,La Pintana,Infantil,"Cuerdas, Maderas, Bronces", https://www.instagram.com/p/CmpP8EbJEIT/?utm_source=ig_web_copy_link,"Región Metropolitana - Provincia de Santiago - La Pintana , Santiago", , , 
FOJI_A273,ORQUESTA SINFÓNICA INFANTIL-JUVENIL DE CASTRO,Región de los Lagos,Provincia de Chiloé,Castro,Juvenil - Infantil,"Cuerdas, Maderas, Bronces, Percusión"," https://catastro.foji.cl/orquesta/753/academiadeartesislasalsurchiloe , https://catastro.foji.cl/orquesta/753/@islasalsur.academia","Región de los Lagos - Provincia de Chiloé - Castro , CASTRO",8, , 
FOJI_A274,Orquesta Sinfónica Infantil-Juvenil de Yumbel,Región del Biobío,Provincia de Biobío,Yumbel,Juvenil - Infantil,, ,Región del Biobío - Provincia de Biobío - Yumbel,2,19, 
FOJI_A275,Orquesta Sinfónica Infanto-Juvenil del Liceo Bicentenario Domingo Santa María,Región de Arica y Parinacota,Provincia de Arica,Arica,Juvenil - Infantil,, ,Región de Arica y Parinacota - Provincia de Arica - Arica,1,35, 
FOJI_A276,Orquesta Sinfónica Juvenil de Hualpén,Región del Biobío,Provincia de Concepción,Hualpén,Juvenil - Infantil,"Cuerdas, Maderas", ,Región del Biobío - Provincia de Concepción - Hualpén, , , 
FOJI_A277,Orquesta Sinfónica Juvenil de Pudahuel,Región Metropolitana,Provincia de Santiago,Pudahuel,Juvenil - Infantil,, ,"Región Metropolitana - Provincia de Santiago - Pudahuel , Santiago de Chile", , , 
FOJI_A278,ORQUESTA SINFÓNICA JUVENIL DE RANCAGUA,Región del Libertador Gral. Bernando OHiggins,Provincia de Cachapoal,Rancagua,Juvenil,, ,"Región del Libertador Gral. Bernando OHiggins - Provincia de Cachapoal - Rancagua , rancagua",12,49, 
FOJI_A279,Orquesta Sinfónica Juvenil Del Colegio Bicentenario de las Artes Eliseo Videla Jorquera,Región de Coquimbo,Provincia de Limarí,Ovalle,Juvenil,, ,"Región de Coquimbo - Provincia de Limarí - Ovalle , OVALLE",11,56, 
FOJI_A280,Orquesta sinfónica juvenil del liceo 7 de providencia,Región Metropolitana,Provincia de Santiago,Providencia,Juvenil,, ,"Región Metropolitana - Provincia de Santiago - Providencia , Santiago",10,92, 
FOJI_A281,Orquesta Sinfónica Juvenil e Infantil de Molina,Región del Maule,Provincia de Curicó,Molina,Juvenil - Infantil,, ,Región del Maule - Provincia de Curicó - Molina,1,20, 
FOJI_A282,"Orquesta Sinfónica Juvenil Liceo Artístico "" Armando Carrera González""",Región de Antofagasta,Provincia de Antofagasta,Antofagasta,Juvenil,, ,Región de Antofagasta - Provincia de Antofagasta - Antofagasta, , , 
FOJI_A283,Orquesta Sinfónica Juvenil San Nicolás,Región de Ñuble,Provincia de Punilla,San Nicolás,Juvenil,"Cuerdas, Maderas, Bronces, Percusión"," https://www.facebook.com/OrquestaSinfonicaJuvenilSanNicolas , https://www.youtube.com/channel/UCO-n5-kXY2bp-MyHTQ0JbxQ , https://www.instagram.com/orquestajuvenilsannicolas/",Región de Ñuble - Provincia de Punilla - San Nicolás,14,77, 
FOJI_A284,Orquesta Sinfónica Liceo Bicentenario Oscar Castro Zúñiga,Región del Libertador Gral. Bernando OHiggins,Provincia de Cachapoal,Rancagua,Juvenil - Infantil,, ,Región del Libertador Gral. Bernando OHiggins - Provincia de Cachapoal - Rancagua,12,71, 
FOJI_A285,Orquesta Sinfónica Liceo Josefina Aguirre Montenegro,Región de Aisén del Gral. Carlos Ibáñez del Campo,Provincia de Coyhaique,Coihaique,Juvenil,"Cuerdas, Maderas, Bronces, Percusión"," https://www.facebook.com/programa.tocandosuenos.9 , https://catastro.foji.cl/orquesta/681/programatocandosuenos","Región de Aisén del Gral. Carlos Ibáñez del Campo - Provincia de Coyhaique - Coihaique , Coyhaique",8,33, 
FOJI_A286,Orquesta Sinfónica Municipal de la Cisterna,Región Metropolitana,Provincia de Santiago,La Cisterna,Juvenil,"Cuerdas, Maderas, Bronces, Percusión",https://catastro.foji.cl/orquesta/391/@osmcisterna,"Región Metropolitana - Provincia de Santiago - La Cisterna , Santiago",9,36, 
FOJI_A287,Orquesta Sinfónica Municipal Margot Loyola Palacios,Región del Maule,Provincia de Linares,Linares,Juvenil - Infantil,, ,Región del Maule - Provincia de Linares - Linares,9,43, 
FOJI_A288,Orquesta Sinfónica Ricardo Navarrete,Región de Aisén del Gral. Carlos Ibáñez del Campo,Provincia de Coyhaique,Coihaique,Juvenil - Infantil,"Cuerdas, Maderas, Bronces, Percusión","https://www.facebook.com/programa.tocandosuenos.9 , https://catastro.foji.cl/orquesta/684/programatocandosuenos","Región de Aisén del Gral. Carlos Ibáñez del Campo - Provincia de Coyhaique - Coihaique , Coyhaique",7,31, 
FOJI_A289,Orquesta Sinfónico Latinoamericana del Centro Cultural San Francisco,Región de Coquimbo,Provincia de Elqui,La Serena,Juvenil - Infantil,, ,"Región de Coquimbo - Provincia de Elqui - La Serena , la serena",9,28, 
FOJI_A290,Orquesta Universitaria La Serena (Ou),Región de Coquimbo,Provincia de Elqui,La Serena,Juvenil,, ,Región de Coquimbo - Provincia de Elqui - La Serena, ,3, 
FOJI_A291,Orquestas Peñalolén,Región Metropolitana,Provincia de Santiago,Peñalolén,Juvenil - Infantil,"Cuerdas, Maderas", ,"Región Metropolitana - Provincia de Santiago - Peñalolén , Santiago", , , 
FOJI_A292,Orquestra Sinfónica Infantil Liceo Bicentenario Cordillera,Región de Valparaíso,Provincia de San Felipe de Aconcagua,San Felipe,Juvenil - Infantil,, ,Región de Valparaíso - Provincia de San Felipe de Aconcagua - San Felipe,11,27, 
FOJI_A293,OSSAM Sinfónica Juvenil de San miguel,Región Metropolitana,Provincia de Santiago,San Miguel,Juvenil - Infantil,, ,"Región Metropolitana - Provincia de Santiago - San Miguel , santiago",7,42, 
FOJI_A294,Pre Orquesta Liceo De Musica,Región de Atacama,Provincia de Copiapó,Copiapó,Infantil,,https://es-la.facebook.com/AvanzadaCulturalConcon/,Región de Atacama - Provincia de Copiapó - Copiapó, , , 
FOJI_A295,Sociedad Filarmónica de Los Muermos,Región de los Lagos,Provincia de Llanquihue,Los Muermos,Juvenil - Infantil,Cuerdas," https://web.facebook.com/profile.php?id=100091657325035 , https://www.instagram.com/sociedadfilarmonicalosmuermos/",Región de los Lagos - Provincia de Llanquihue - Los Muermos,2,23, 
FOJI_A296,Taller Oquesta de Cámara Liceo Manuel Montt,Región del Maule,Provincia de Linares,San Javier,Juvenil,, ,Región del Maule - Provincia de Linares - San Javier,,5, 
,,,,, ,, , , , , 
,,,,, ,, , , , , 
,,,,, ,, , , , , 
,,,,, ,, , , , , 
,,,,, ,, , , , , 
,,,,, ,, , , , , 
,,,,, ,, , , , , 
,,,,, ,, , , , , 
,,,,, ,, , , , , 
,,,,, ,, , , , , 
